aX,aY,aZ,gX,gY,gZ,Sample No
0.845,0.452,-0.281,10.132,0.793,7.263,5
0.849,0.452,-0.292,8.85,2.197,8.423,5
0.855,0.449,-0.299,7.202,3.113,8.118,5
0.86,0.45,-0.3,5.31,3.174,6.653,5
0.861,0.459,-0.297,3.235,2.93,5.127,5
0.852,0.47,-0.291,1.221,2.502,3.174,5
0.842,0.481,-0.28,-0.122,1.587,1.404,5
0.835,0.487,-0.273,-0.366,0.854,0,5
0.826,0.492,-0.269,-0.061,0.183,-0.854,5
0.819,0.49,-0.264,0.854,-0.183,-1.16,5
0.818,0.483,-0.265,1.648,-0.061,-1.038,5
0.82,0.473,-0.264,1.892,0.305,-0.671,5
0.823,0.462,-0.266,2.197,0.549,-0.183,5
0.824,0.455,-0.27,2.014,0.793,0.427,5
0.831,0.452,-0.274,1.831,0.977,1.099,5
0.835,0.451,-0.276,0.854,1.526,1.526,5
0.835,0.452,-0.278,-0.427,1.77,1.221,5
0.828,0.452,-0.279,-1.16,1.404,0.793,5
0.825,0.454,-0.278,-1.404,1.282,0.671,5
0.833,0.461,-0.279,-1.587,1.221,0.61,5
0.834,0.463,-0.272,-1.648,1.77,0.183,5
0.826,0.461,-0.268,-1.465,1.77,-0.244,5
0.824,0.463,-0.264,-0.916,1.526,-0.183,5
0.823,0.464,-0.265,-0.427,1.343,0.183,5
0.819,0.461,-0.264,0.061,1.282,0.427,5
0.818,0.463,-0.257,0.61,1.526,0.793,5
0.828,0.464,-0.258,1.282,2.258,1.038,5
0.829,0.463,-0.263,1.892,2.258,1.404,5
0.825,0.462,-0.266,2.319,1.709,1.343,5
0.82,0.462,-0.27,2.563,1.77,1.587,5
0.815,0.464,-0.273,2.441,1.892,1.77,5
0.811,0.465,-0.271,2.502,1.77,1.831,5
0.816,0.466,-0.269,2.38,1.831,2.014,5
0.827,0.469,-0.278,2.136,2.441,2.075,5
0.821,0.467,-0.282,1.465,2.502,1.709,5
0.817,0.462,-0.281,1.282,1.648,1.404,5
0.817,0.46,-0.281,1.343,1.343,1.343,5
0.817,0.465,-0.28,1.16,1.099,1.587,5
0.817,0.463,-0.276,1.16,1.099,1.465,5
0.821,0.463,-0.274,1.099,1.282,1.648,5
0.819,0.466,-0.273,1.038,1.038,2.136,5
0.82,0.465,-0.274,1.465,0.854,2.38,5
0.822,0.465,-0.274,1.587,0.916,2.502,5
0.828,0.463,-0.269,1.343,1.343,2.38,5
0.828,0.464,-0.267,1.465,1.831,2.136,5
0.822,0.464,-0.269,1.404,1.587,1.831,5
0.821,0.464,-0.271,1.709,1.16,1.648,5
0.818,0.468,-0.27,1.709,0.916,1.404,5
0.818,0.47,-0.27,1.77,0.732,1.16,5
0.817,0.468,-0.275,2.014,0.854,1.038,5
0.815,0.468,-0.274,1.831,0.671,1.404,5
0.81,0.464,-0.273,1.282,0.488,1.77,5
0.805,0.462,-0.274,1.099,0.366,2.38,5
0.802,0.461,-0.276,0.61,0.244,2.686,5
0.801,0.463,-0.279,0.549,0.366,3.113,5
0.801,0.464,-0.277,0.488,0.183,3.296,5
0.799,0.469,-0.269,0.183,-0.122,3.235,5
0.803,0.472,-0.267,0.244,0.122,2.319,5
0.808,0.473,-0.273,0.671,-0.122,1.343,5
0.806,0.47,-0.274,1.221,-0.977,0.488,5
0.809,0.468,-0.27,1.404,-1.465,-0.244,5
0.813,0.466,-0.271,1.77,-1.648,-0.244,5
0.82,0.467,-0.275,1.526,-1.404,-0.244,5
0.824,0.469,-0.276,0.916,-1.038,-0.122,5
0.828,0.472,-0.277,0.977,-1.038,0.183,5
0.831,0.475,-0.273,0.793,-1.221,0.488,5
0.835,0.478,-0.267,0.488,-1.343,0.366,5
0.834,0.478,-0.267,0.488,-1.038,0.244,5
0.834,0.479,-0.264,0.549,-1.099,0.244,5
0.835,0.479,-0.267,0.793,-1.099,0.244,5
0.835,0.478,-0.269,1.343,-1.038,0.671,5
0.834,0.478,-0.271,1.709,-0.916,0.854,5
0.833,0.474,-0.269,1.526,-0.366,0.488,5
0.83,0.474,-0.271,1.221,0.183,0.488,5
0.826,0.472,-0.278,0.916,0.488,0.488,5
0.823,0.471,-0.279,0.977,0.366,0.549,5
0.822,0.475,-0.276,0.732,0.305,0.916,5
0.819,0.481,-0.273,0.183,0.854,1.038,5
0.815,0.477,-0.273,0.183,0.793,0.977,5
0.812,0.473,-0.273,0.427,0.366,1.038,5
0.815,0.472,-0.268,0.671,0.183,1.282,5
0.813,0.471,-0.261,0.427,0.366,1.587,5
0.81,0.47,-0.261,0.488,0.671,1.526,5
0.811,0.473,-0.265,0.793,0.854,1.77,5
0.814,0.473,-0.27,1.404,0.793,1.831,5
0.823,0.472,-0.269,1.343,0.854,1.77,5
0.82,0.47,-0.27,1.16,0.793,1.343,5
0.815,0.468,-0.271,1.038,0.244,0.61,5
0.814,0.466,-0.27,1.099,0,0.305,5
0.813,0.468,-0.265,0.854,-0.427,0.244,5
0.816,0.468,-0.259,0.977,-0.427,0,5
0.818,0.473,-0.267,0.732,-0.122,0.122,5
0.816,0.471,-0.266,0.977,-0.122,0.977,5
0.817,0.476,-0.265,0.916,0.244,0.671,5
0.821,0.474,-0.267,1.343,0.366,0.61,5
0.823,0.477,-0.272,1.526,0.549,0.732,5
0.825,0.474,-0.277,1.709,0.427,0.732,5
0.823,0.473,-0.278,1.282,0.244,0.732,5
0.823,0.472,-0.279,1.099,0.244,0.549,5
1.444,0.319,-0.179,208.984,60.059,-48.218,6
1.113,0.587,-0.959,189.575,2.258,-22.217,6
0.697,0.929,-0.927,95.032,-24.231,5.676,6
0.693,0.719,-0.788,41.382,6.104,6.958,6
0.739,0.369,-0.467,25.879,7.019,-1.892,6
0.787,0.194,-0.334,12.39,-5.432,4.15,6
0.83,0.292,-0.318,-12.39,0.61,14.832,6
0.805,0.368,-0.327,-30.029,7.263,17.639,6
0.781,0.368,-0.325,-33.63,4.761,12.878,6
0.8,0.379,-0.291,-33.875,-0.061,7.019,6
0.803,0.442,-0.24,-35.217,-4.089,1.953,6
0.77,0.475,-0.198,-34.485,-6.226,-3.723,6
0.741,0.486,-0.155,-29.968,-6.653,-8.85,6
0.736,0.5,-0.144,-22.705,-5.859,-11.169,6
0.765,0.522,-0.148,-13.611,-5.127,-11.658,6
0.793,0.529,-0.17,-4.333,-4.944,-11.047,6
0.812,0.518,-0.195,2.686,-4.028,-8.85,6
0.824,0.507,-0.223,7.446,-2.686,-5.188,6
0.824,0.499,-0.245,10.132,-1.343,-1.404,6
0.822,0.483,-0.255,11.597,-0.488,2.93,6
0.827,0.473,-0.267,12.146,0.549,6.958,6
0.841,0.473,-0.284,11.047,2.136,9.644,6
0.85,0.474,-0.292,9.338,3.54,9.888,6
0.85,0.474,-0.289,7.507,3.906,8.667,6
0.85,0.479,-0.284,6.348,3.418,6.653,6
0.849,0.488,-0.279,5.31,2.502,4.333,6
0.844,0.496,-0.277,3.723,1.892,1.709,6
0.834,0.501,-0.271,2.563,0.916,-0.427,6
0.824,0.505,-0.266,2.014,0.061,-1.77,6
0.821,0.501,-0.263,1.709,-0.488,-2.197,6
0.813,0.495,-0.257,1.343,-0.61,-2.258,6
0.809,0.487,-0.253,0.977,-0.488,-2.197,6
0.811,0.479,-0.253,0.671,-0.061,-1.892,6
0.818,0.474,-0.258,0.366,0.549,-1.099,6
0.82,0.473,-0.261,-0.305,0.977,-0.427,6
0.82,0.472,-0.259,-0.977,1.282,0.122,6
0.822,0.47,-0.261,-0.916,0.977,0.366,6
0.825,0.471,-0.263,-1.038,0.732,0.305,6
0.828,0.469,-0.261,-1.465,0.366,0.061,6
0.822,0.468,-0.255,-1.648,0.366,0,6
0.816,0.471,-0.25,-1.465,0.244,-0.122,6
0.814,0.479,-0.249,-0.977,0.427,0,6
0.812,0.48,-0.249,-0.061,0.427,0.244,6
0.814,0.486,-0.246,0.61,0.549,0.305,6
0.82,0.486,-0.248,1.099,1.099,0.366,6
0.812,0.481,-0.249,1.526,1.282,0.549,6
0.804,0.48,-0.248,1.648,1.099,1.038,6
0.808,0.483,-0.249,2.075,1.099,1.831,6
0.816,0.485,-0.251,2.563,0.916,1.953,6
0.82,0.485,-0.251,2.502,0.854,1.587,6
0.817,0.484,-0.255,2.258,0.854,1.099,6
0.809,0.48,-0.261,2.258,0.488,0.793,6
0.804,0.474,-0.262,2.197,0.183,0.549,6
0.802,0.472,-0.262,1.953,0,0.916,6
0.809,0.47,-0.264,1.648,-0.061,1.343,6
0.82,0.472,-0.267,1.099,0,1.892,6
0.822,0.472,-0.262,-0.122,0.549,2.136,6
0.812,0.474,-0.262,-0.549,0.549,2.014,6
0.803,0.476,-0.266,-0.549,0.122,2.014,6
0.804,0.48,-0.268,-0.427,-0.244,2.136,6
0.812,0.481,-0.267,-0.427,-0.305,2.136,6
0.814,0.483,-0.262,-0.671,-0.427,1.831,6
0.811,0.484,-0.258,-0.183,-0.61,1.465,6
0.813,0.48,-0.257,0.488,-0.61,1.221,6
0.823,0.477,-0.257,0.366,-0.244,0.793,6
0.825,0.497,-0.252,-0.244,0.183,0.427,6
0.822,0.489,-0.251,0.366,0,1.404,6
0.824,0.486,-0.25,1.16,0.061,0.916,6
0.823,0.484,-0.249,1.648,-0.061,1.038,6
0.816,0.484,-0.254,1.648,0.244,1.343,6
0.812,0.484,-0.259,1.404,0.488,1.343,6
0.807,0.485,-0.262,1.404,0.61,1.77,6
0.808,0.486,-0.268,0.916,0.793,1.892,6
0.809,0.487,-0.267,0.671,0.61,1.892,6
0.81,0.488,-0.267,0.488,0.427,1.587,6
0.812,0.488,-0.262,0.427,0,1.221,6
0.816,0.487,-0.259,0.366,-0.183,0.488,6
0.817,0.487,-0.263,0.488,-0.305,-0.305,6
0.816,0.485,-0.263,0.427,-0.671,-0.854,6
0.815,0.483,-0.262,0.732,-0.854,-1.343,6
0.814,0.483,-0.262,0.671,-0.854,-1.465,6
0.81,0.485,-0.26,0.549,-0.916,-1.038,6
0.813,0.483,-0.259,0.549,-0.549,-0.732,6
0.82,0.485,-0.262,0.732,0.122,-0.305,6
0.822,0.485,-0.267,0.122,0.305,-0.122,6
0.822,0.482,-0.266,0.244,0.183,-0.061,6
0.823,0.484,-0.26,-0.061,0.122,0,6
0.828,0.487,-0.252,-0.244,0.244,0,6
0.83,0.485,-0.25,0.061,0.183,-0.183,6
0.831,0.484,-0.252,0.244,0.183,-0.671,6
0.83,0.484,-0.257,0.549,0.183,-1.038,6
0.83,0.487,-0.256,0.549,0.305,-1.282,6
0.826,0.488,-0.249,0.671,0.671,-1.587,6
0.825,0.487,-0.249,1.038,0.916,-1.526,6
0.824,0.486,-0.255,1.404,0.916,-0.977,6
0.822,0.485,-0.261,1.526,1.404,-0.61,6
0.819,0.482,-0.259,1.343,1.587,-0.183,6
0.818,0.483,-0.256,0.916,1.709,0.305,6
0.818,0.481,-0.258,0.549,1.77,0.732,6
0.814,0.478,-0.26,0.61,1.77,0.671,6
0.811,0.479,-0.259,0.488,1.404,0.671,6
0.808,0.478,-0.256,0.244,1.343,0.366,6
0.806,0.479,-0.254,-0.061,1.16,0.183,6
0.805,0.48,-0.255,-0.061,0.916,0,6
0.803,0.479,-0.255,0,0.61,0.244,6
0.806,0.482,-0.252,-0.122,0.427,0.549,6
0.81,0.482,-0.254,-0.305,0.549,0.854,6
0.81,0.48,-0.26,-0.549,0.793,1.282,6
0.813,0.487,-0.262,-1.465,0.854,2.075,6
0.822,0.493,-0.265,-2.38,1.16,2.686,6
0.831,0.494,-0.269,-3.052,1.038,2.686,6
0.823,0.499,-0.276,-4.272,0.549,2.747,6
0.825,0.495,-0.275,-6.348,-0.122,3.052,6
0.813,0.514,-0.281,-8.911,-1.038,3.601,6
0.809,0.497,-0.286,-10.62,-1.404,4.15,6
0.823,0.489,-0.292,-13.062,-1.465,5.493,6
0.847,0.48,-0.262,-17.7,-2.136,6.775,6
0.835,0.501,-0.283,-21.729,-2.808,7.507,6
0.838,0.504,-0.246,-25.574,-1.221,8.85,6
1.357,0.5,-0.799,276.611,47.729,-70.923,7
0.95,0.791,-1.311,219.177,-4.517,-46.387,7
0.63,0.775,-1.03,105.408,-29.541,-19.47,7
0.729,0.447,-0.696,51.331,-0.732,-17.334,7
0.809,0.053,-0.558,44.495,-6.958,-25.269,7
0.742,-0.055,-0.414,28.87,-24.414,-16.724,7
0.702,0.063,-0.3,1.221,-16.602,-5.981,7
0.7,0.198,-0.318,-15.808,-2.258,-1.221,7
0.699,0.305,-0.34,-20.569,1.526,0.549,7
0.74,0.39,-0.321,-22.095,3.906,-0.305,7
0.752,0.478,-0.267,-22.278,5.188,-1.587,7
0.751,0.527,-0.24,-17.578,3.418,-2.747,7
0.764,0.542,-0.245,-9.644,1.038,-5.249,7
0.775,0.536,-0.264,-2.197,-1.282,-8.057,7
0.763,0.519,-0.295,2.686,-3.54,-7.935,7
0.763,0.494,-0.323,6.653,-4.639,-5.005,7
0.77,0.469,-0.342,8.789,-4.578,-1.831,7
0.775,0.454,-0.35,9.888,-4.089,1.465,7
0.782,0.445,-0.354,10.62,-3.174,4.333,7
0.8,0.452,-0.367,10.925,-1.831,6.409,7
0.815,0.458,-0.375,10.315,-0.427,7.202,7
0.826,0.46,-0.38,9.583,0.122,6.653,7
0.834,0.462,-0.38,8.484,0.122,5.554,7
0.834,0.463,-0.383,6.775,0.244,3.906,7
0.832,0.468,-0.38,4.822,-0.183,2.258,7
0.828,0.478,-0.381,3.601,-0.549,0.916,7
0.825,0.487,-0.377,2.38,-1.038,-0.244,7
0.82,0.494,-0.367,1.465,-1.648,-1.038,7
0.806,0.496,-0.355,1.587,-2.502,-1.282,7
0.802,0.495,-0.351,1.526,-2.197,-1.221,7
0.8,0.486,-0.349,1.77,-1.831,-0.854,7
0.798,0.477,-0.343,1.77,-0.977,-0.366,7
0.803,0.467,-0.344,1.831,-0.732,0.366,7
0.813,0.461,-0.354,1.709,-0.427,0.854,7
0.82,0.461,-0.36,1.16,-0.061,1.16,7
0.816,0.455,-0.361,0.183,0.366,0.793,7
0.811,0.451,-0.366,-0.427,0.244,0.244,7
0.809,0.452,-0.368,-1.099,0,0.183,7
0.804,0.452,-0.364,-1.709,0.183,0.244,7
0.796,0.453,-0.361,-2.319,0.244,0.183,7
0.788,0.457,-0.36,-2.38,0.366,0.366,7
0.787,0.461,-0.356,-2.319,0.854,0.61,7
0.787,0.462,-0.349,-1.892,0.977,1.038,7
0.789,0.465,-0.343,-1.709,0.977,1.465,7
0.789,0.466,-0.341,-1.282,0.977,1.831,7
0.786,0.469,-0.345,-0.488,0.793,2.014,7
0.788,0.468,-0.347,0.122,0.793,1.77,7
0.792,0.467,-0.346,0.671,0.671,1.587,7
0.795,0.465,-0.345,0.61,0.671,1.404,7
0.791,0.464,-0.35,0.61,0.488,1.404,7
0.793,0.46,-0.354,0.61,0.366,1.465,7
0.791,0.461,-0.351,0.122,0.488,1.892,7
0.792,0.458,-0.347,-0.732,0.61,2.197,7
0.792,0.46,-0.344,-0.854,0.793,2.502,7
0.788,0.465,-0.348,-1.16,0.671,2.686,7
0.782,0.467,-0.349,-1.099,0.671,2.686,7
0.779,0.469,-0.347,-0.671,0.732,2.441,7
0.782,0.467,-0.35,-0.122,0.61,2.136,7
0.783,0.468,-0.354,0.244,0.793,2.197,7
0.785,0.471,-0.353,0.366,0.793,2.014,7
0.787,0.469,-0.358,0.61,0.671,1.587,7
0.787,0.465,-0.359,0.854,0.549,1.099,7
0.785,0.464,-0.359,1.282,0.305,0.916,7
0.785,0.465,-0.36,1.648,0.183,0.977,7
0.788,0.466,-0.358,1.648,0.305,1.282,7
0.787,0.468,-0.357,1.648,0.488,1.587,7
0.786,0.471,-0.36,1.526,0.549,1.892,7
0.787,0.473,-0.359,1.465,0.61,1.892,7
0.789,0.472,-0.358,1.648,0.671,1.648,7
0.792,0.472,-0.357,1.953,0.61,1.465,7
0.79,0.471,-0.361,1.831,0.427,1.16,7
0.787,0.47,-0.36,1.831,0.366,0.793,7
0.784,0.47,-0.364,1.587,0.305,0.549,7
0.784,0.469,-0.37,1.465,0.305,0.244,7
0.782,0.465,-0.367,1.465,0.244,0,7
0.784,0.469,-0.364,0.61,0.305,0,7
0.785,0.474,-0.363,0.305,0.366,0.122,7
0.782,0.478,-0.362,0.732,0.061,-0.061,7
0.784,0.478,-0.362,0.977,-0.305,-0.183,7
0.784,0.472,-0.363,1.221,0.061,-0.183,7
0.783,0.47,-0.361,1.343,0.183,0.061,7
0.783,0.468,-0.357,1.221,0.244,0.366,7
0.782,0.47,-0.359,1.282,0.061,0.793,7
0.788,0.475,-0.354,1.16,0.122,0.854,7
0.793,0.475,-0.352,0.793,0.549,0.61,7
0.787,0.478,-0.354,0.916,0.244,0.305,7
0.79,0.474,-0.359,1.77,-0.427,-0.122,7
0.794,0.47,-0.357,2.075,-0.366,-0.366,7
0.793,0.47,-0.352,1.892,-0.244,-0.488,7
0.796,0.472,-0.35,2.014,-0.305,-0.549,7
0.802,0.466,-0.345,2.075,0.122,-0.061,7
0.802,0.466,-0.348,1.77,0.61,0.61,7
0.797,0.467,-0.351,1.282,0.854,1.221,7
0.794,0.465,-0.353,1.282,0.854,1.465,7
0.786,0.466,-0.353,1.099,0.671,1.404,7
0.782,0.469,-0.354,1.343,0.61,1.77,7
0.787,0.47,-0.358,1.221,0.61,2.014,7
0.783,0.474,-0.356,1.038,0.427,2.197,7
0.781,0.472,-0.352,0.671,0.671,2.136,7
0.776,0.476,-0.353,0.854,0.671,1.831,7
0.773,0.477,-0.355,1.465,0.366,1.709,7
0.785,0.476,-0.35,1.77,0.305,1.404,7
0.797,0.475,-0.34,1.77,0.427,1.587,7
0.792,0.472,-0.339,1.648,0.427,1.221,7
0.782,0.474,-0.344,1.526,0.122,0.977,7
0.781,0.473,-0.344,2.136,0.061,0.671,7
0.783,0.472,-0.344,2.502,0.305,0.671,7
0.784,0.472,-0.346,2.563,0.488,0.732,7
0.782,0.474,-0.352,2.563,0.427,0.854,7
0.783,0.475,-0.354,2.502,0.183,1.099,7
0.785,0.474,-0.352,2.441,-0.061,1.465,7
0.787,0.47,-0.347,2.197,-0.427,1.465,7
0.789,0.469,-0.341,1.831,-0.183,1.648,7
0.792,0.472,-0.34,1.038,-0.061,2.014,7
0.793,0.478,-0.343,0.977,-0.305,2.319,7
0.793,0.481,-0.344,0.977,-0.427,2.319,7
0.798,0.483,-0.347,0.854,-0.488,1.892,7
0.798,0.483,-0.348,0.732,-0.854,1.465,7
0.807,0.485,-0.35,0.244,-1.221,1.038,7
1.998,2.284,-0.993,284.79,153.32,-83.862,8
1.159,1.479,-1.943,328.125,-9.46,-13.794,8
0.306,0.778,-1.425,176.88,-90.271,22.522,8
0.787,0.489,-0.885,62.988,-2.686,8.118,8
1.056,-0.078,-0.673,41.077,4.333,-13.916,8
0.847,-0.231,-0.375,6.714,-24.17,-18.433,8
0.608,-0.08,-0.194,-37.231,-22.339,-10.864,8
0.558,0.073,-0.229,-60.364,-7.812,-4.272,8
0.677,0.217,-0.22,-64.697,-3.906,-4.7,8
0.731,0.334,-0.09,-64.27,-2.38,-7.202,8
0.732,0.437,0.032,-59.875,2.38,-7.874,8
0.757,0.509,0.055,-46.692,5.249,-8.24,8
0.792,0.542,0.01,-27.466,3.662,-9.521,8
0.811,0.542,-0.046,-9.399,0.732,-12.39,8
0.819,0.522,-0.113,3.418,-0.488,-13,8
0.824,0.494,-0.198,11.963,-0.61,-9.094,8
0.818,0.456,-0.247,15.747,-1.038,-3.967,8
0.815,0.421,-0.274,16.846,-1.404,-0.427,8
0.817,0.43,-0.3,15.991,-1.465,2.747,8
0.817,0.431,-0.317,15.198,-1.16,4.395,8
0.819,0.432,-0.315,13.916,-0.305,2.869,8
0.829,0.471,-0.316,11.353,0.671,0.977,8
0.839,0.479,-0.321,10.071,0.916,0.793,8
0.847,0.488,-0.311,9.155,0.671,-0.366,8
0.852,0.498,-0.298,8.057,0.488,-1.038,8
0.856,0.505,-0.298,7.751,-0.183,-1.648,8
0.849,0.501,-0.292,8.362,-1.221,-2.319,8
0.841,0.497,-0.279,9.033,-2.075,-3.052,8
0.84,0.496,-0.271,9.033,-2.319,-3.662,8
0.832,0.493,-0.265,8.85,-2.441,-3.723,8
0.829,0.489,-0.261,8.545,-1.892,-3.296,8
0.829,0.487,-0.262,7.812,-1.404,-2.563,8
0.833,0.479,-0.26,7.263,-1.16,-2.197,8
0.838,0.466,-0.265,6.47,-0.977,-1.892,8
0.839,0.453,-0.271,5.127,-0.916,-1.465,8
0.842,0.44,-0.275,3.174,-0.793,-1.343,8
0.848,0.428,-0.279,0.854,-0.122,-0.61,8
0.852,0.431,-0.279,-1.343,0.488,-0.244,8
0.85,0.435,-0.274,-2.808,0.977,-0.305,8
0.842,0.442,-0.267,-3.906,0.977,-0.488,8
0.833,0.45,-0.258,-4.272,0.793,-0.427,8
0.828,0.454,-0.254,-3.906,0.977,-0.427,8
0.82,0.455,-0.251,-3.479,0.671,-0.366,8
0.815,0.454,-0.252,-2.869,0.488,-0.305,8
0.809,0.458,-0.253,-2.441,0.183,0.061,8
0.804,0.459,-0.249,-1.587,-0.305,0.183,8
0.802,0.455,-0.244,-0.732,-0.732,0.122,8
0.805,0.458,-0.247,-0.122,-0.671,0.549,8
0.804,0.458,-0.247,0.61,-0.854,1.099,8
0.808,0.456,-0.245,1.282,-1.16,1.709,8
0.81,0.459,-0.244,1.648,-1.465,2.441,8
0.822,0.458,-0.251,1.77,-1.77,3.235,8
0.836,0.453,-0.257,1.587,-1.587,3.784,8
0.837,0.458,-0.256,0,-1.038,3.906,8
0.833,0.459,-0.262,-0.793,-1.465,3.662,8
0.834,0.452,-0.263,-0.488,-2.258,3.235,8
0.839,0.453,-0.27,-0.61,-2.38,2.563,8
0.833,0.457,-0.277,-0.854,-2.563,2.258,8
0.831,0.448,-0.275,-0.61,-2.502,1.953,8
0.825,0.427,-0.279,-1.526,-2.075,1.953,8
0.831,0.488,-0.272,-2.441,-1.892,1.16,8
0.818,0.47,-0.283,-1.526,-2.502,2.38,8
0.822,0.467,-0.29,-0.122,-2.625,2.075,8
0.828,0.46,-0.287,0.122,-2.319,1.953,8
0.833,0.453,-0.282,0.244,-1.587,2.014,8
0.835,0.452,-0.277,-0.061,-1.404,1.709,8
0.841,0.455,-0.272,0.244,-1.282,1.16,8
0.845,0.454,-0.27,0.671,-1.526,0.122,8
0.844,0.451,-0.266,0.854,-1.77,-0.61,8
0.841,0.448,-0.259,1.099,-1.404,-0.854,8
0.834,0.453,-0.254,0.854,-0.671,-0.916,8
0.829,0.457,-0.261,1.16,0.122,-0.305,8
0.823,0.46,-0.271,1.221,0.61,0.244,8
0.822,0.459,-0.275,1.282,0.732,0.366,8
0.822,0.459,-0.275,1.16,0.854,0.488,8
0.824,0.458,-0.274,1.343,0.916,0.122,8
0.822,0.455,-0.27,1.282,0.854,-0.061,8
0.819,0.456,-0.269,1.16,0.854,-0.061,8
0.817,0.457,-0.274,0.977,0.916,-0.061,8
0.819,0.457,-0.274,0.671,1.16,-0.305,8
0.816,0.454,-0.272,0.916,0.916,-0.671,8
0.82,0.451,-0.271,0.977,0.793,-0.793,8
0.825,0.448,-0.267,0.549,1.221,-1.16,8
0.824,0.45,-0.268,0.427,1.16,-1.16,8
0.819,0.452,-0.271,0.305,0.732,-1.404,8
0.817,0.458,-0.273,0.427,0.671,-1.221,8
0.818,0.464,-0.268,0.916,0.732,-1.282,8
0.823,0.46,-0.265,1.099,0.793,-1.587,8
0.828,0.455,-0.265,1.587,1.038,-1.587,8
0.824,0.454,-0.268,1.831,0.916,-1.465,8
0.819,0.455,-0.274,2.014,0.793,-1.343,8
0.821,0.455,-0.276,2.136,0.793,-1.16,8
0.826,0.452,-0.276,1.953,0.977,-0.916,8
0.822,0.452,-0.276,1.465,0.977,-0.793,8
0.822,0.454,-0.274,1.343,0.732,-0.427,8
0.823,0.462,-0.278,1.221,0.61,-0.244,8
0.823,0.466,-0.279,0.977,0.671,-0.427,8
0.825,0.464,-0.271,0.916,0.366,-0.793,8
0.826,0.461,-0.262,1.282,0.244,-0.977,8
0.826,0.464,-0.262,1.526,0.488,-0.61,8
0.829,0.465,-0.267,1.709,0.61,-0.244,8
0.83,0.464,-0.265,1.587,0.732,-0.061,8
0.833,0.463,-0.266,1.709,0.977,0,8
0.829,0.465,-0.268,1.892,0.793,0.122,8
0.829,0.462,-0.272,2.197,0.488,0.061,8
0.828,0.458,-0.275,1.892,0.549,0.427,8
0.826,0.458,-0.271,1.587,0.671,0.488,8
0.83,0.458,-0.267,1.587,0.671,0.671,8
0.834,0.46,-0.266,1.404,0.488,0.916,8
0.83,0.459,-0.262,1.16,0.244,0.916,8
0.832,0.457,-0.259,0.916,0.427,0.732,8
0.834,0.457,-0.257,0.671,0.244,0.488,8
0.835,0.452,-0.254,0.549,0.244,0.366,8
0.837,0.45,-0.252,0.122,0.061,0.366,8
0.84,0.452,-0.252,-0.366,0.061,0.488,8
0.833,0.453,-0.257,-0.793,-0.122,0.977,8
0.834,0.454,-0.262,-1.465,0.183,1.892,8
0.83,0.461,-0.262,-2.136,0.488,2.93,8
0.829,0.462,-0.27,-2.747,0.854,3.54,8
1.691,1.219,-0.948,395.508,86.426,-78.125,9
1.13,1.241,-1.745,347.29,-0.549,-16.968,9
0.648,1.061,-1.171,171.448,-56.091,19.47,9
0.868,0.616,-0.959,61.584,25.085,13.855,9
0.973,0.095,-0.773,37.415,21.118,-7.935,9
0.845,-0.167,-0.598,7.751,-9.155,-11.23,9
0.728,-0.036,-0.392,-39.246,-8.118,0.916,9
0.635,0.132,-0.264,-71.594,-0.977,8.118,9
0.612,0.218,-0.255,-76.111,-2.502,5.615,9
0.66,0.295,-0.212,-71.167,-4.944,-0.183,9
0.709,0.401,-0.122,-67.81,-3.052,-3.601,9
0.737,0.491,-0.027,-60.364,-1.953,-8.118,9
0.727,0.512,0.025,-44.373,-4.578,-12.878,9
0.745,0.51,0.026,-25.269,-7.08,-16.907,9
0.761,0.504,-0.036,-7.568,-7.812,-17.639,9
0.786,0.489,-0.129,5.31,-6.592,-14.404,9
0.803,0.457,-0.209,13.184,-4.578,-8.789,9
0.814,0.419,-0.249,16.602,-3.235,-2.991,9
0.839,0.401,-0.282,17.639,-3.235,2.197,9
0.864,0.383,-0.296,16.846,-2.991,7.507,9
0.875,0.4,-0.29,13.733,-2.197,9.399,9
0.874,0.421,-0.289,10.62,-1.831,9.46,9
0.877,0.444,-0.296,7.935,-1.526,8.606,9
0.884,0.46,-0.293,6.042,-1.099,7.202,9
0.897,0.472,-0.283,4.456,-0.488,5.371,9
0.907,0.48,-0.277,3.601,-0.488,3.662,9
0.905,0.487,-0.275,3.357,-0.854,1.77,9
0.893,0.492,-0.268,3.418,-1.709,-0.122,9
0.882,0.489,-0.263,4.15,-2.747,-1.587,9
0.866,0.482,-0.26,4.578,-2.869,-2.136,9
0.85,0.476,-0.254,4.333,-2.441,-2.136,9
0.839,0.47,-0.252,3.967,-1.709,-1.526,9
0.837,0.467,-0.251,3.113,-0.671,-0.183,9
0.846,0.466,-0.255,1.831,0.732,1.16,9
0.853,0.465,-0.267,0.549,1.892,1.709,9
0.854,0.453,-0.276,-0.366,1.77,1.587,9
0.851,0.442,-0.28,-1.404,1.404,0.732,9
0.843,0.433,-0.282,-2.197,0.854,0.061,9
0.835,0.434,-0.277,-2.625,0.488,-0.488,9
0.845,0.43,-0.279,-2.93,0.61,-1.221,9
0.844,0.427,-0.279,-3.479,1.221,-1.16,9
0.835,0.432,-0.279,-4.211,1.526,-0.488,9
0.825,0.437,-0.276,-4.822,1.77,0.488,9
0.817,0.443,-0.27,-4.7,2.075,1.648,9
